temp,Year,celsius,anomaly
211.4,-75044.91,-61.74999999999997,-6.011494252873554
211.1,-75101.18,-62.04999999999998,-6.311494252873565
211.7,-75157.0,-61.44999999999999,-5.711494252873571
211.8,-75211.16,-61.349999999999966,-5.611494252873548
210.6,-75265.8,-62.54999999999998,-6.811494252873565
211.2,-75323.68,-61.94999999999999,-6.211494252873571
211.4,-75380.61,-61.74999999999997,-6.011494252873554
212.0,-75436.21,-61.14999999999998,-5.41149425287356
211.8,-75488.53,-61.349999999999966,-5.611494252873548
210.0,-75542.7,-63.14999999999998,-7.41149425287356
212.1,-75602.72,-61.04999999999998,-5.311494252873565
211.1,-75657.9,-62.04999999999998,-6.311494252873565
212.0,-75712.61,-61.14999999999998,-5.41149425287356
211.7,-75766.32,-61.44999999999999,-5.711494252873571
210.9,-75820.63,-62.24999999999997,-6.511494252873554
211.1,-75877.92,-62.04999999999998,-6.311494252873565
211.4,-75935.04,-61.74999999999997,-6.011494252873554
211.2,-75990.52,-61.94999999999999,-6.211494252873571
211.9,-76046.55,-61.24999999999997,-5.511494252873554
212.0,-76100.09,-61.14999999999998,-5.41149425287356
212.1,-76152.57,-61.04999999999998,-5.311494252873565
212.0,-76204.91,-61.14999999999998,-5.41149425287356
211.3,-76258.31,-61.849999999999966,-6.111494252873548
212.9,-76311.71,-60.24999999999997,-4.511494252873554
211.7,-76363.07,-61.44999999999999,-5.711494252873571
212.3,-76414.95,-60.849999999999966,-5.111494252873548
212.4,-76466.56,-60.74999999999997,-5.011494252873554
211.8,-76517.89,-61.349999999999966,-5.611494252873548
211.0,-76571.75,-62.14999999999998,-6.41149425287356
211.6,-76628.66,-61.54999999999998,-5.811494252873565
211.6,-76683.6,-61.54999999999998,-5.811494252873565
211.0,-76738.48,-62.14999999999998,-6.41149425287356
211.0,-76796.24,-62.14999999999998,-6.41149425287356
211.3,-76853.99,-61.849999999999966,-6.111494252873548
211.7,-76910.46,-61.44999999999999,-5.711494252873571
211.4,-76965.77,-61.74999999999997,-6.011494252873554
211.6,-77021.27,-61.54999999999998,-5.811494252873565
211.5,-77076.43,-61.64999999999998,-5.91149425287356
212.1,-77131.77,-61.04999999999998,-5.311494252873565
211.9,-77184.23,-61.24999999999997,-5.511494252873554
211.4,-77237.91,-61.74999999999997,-6.011494252873554
212.4,-77293.13,-60.74999999999997,-5.011494252873554
212.3,-77344.77,-60.849999999999966,-5.111494252873548
210.7,-77397.52,-62.44999999999999,-6.711494252873571
211.4,-77455.48,-61.74999999999997,-6.011494252873554
212.8,-77510.71,-60.349999999999966,-4.611494252873548
212.5,-77561.75,-60.64999999999998,-4.91149425287356
211.9,-77612.65,-61.24999999999997,-5.511494252873554
211.9,-77665.38,-61.24999999999997,-5.511494252873554
212.7,-77717.91,-60.44999999999999,-4.711494252873571
212.4,-77768.61,-60.74999999999997,-5.011494252873554
212.6,-77819.12,-60.54999999999998,-4.811494252873565
213.1,-77868.84,-60.04999999999998,-4.311494252873565
213.0,-77917.15,-60.14999999999998,-4.41149425287356
211.7,-77966.73,-61.44999999999999,-5.711494252873571
212.6,-78018.85,-60.54999999999998,-4.811494252873565
212.4,-78070.01,-60.74999999999997,-5.011494252873554
212.4,-78120.88,-60.74999999999997,-5.011494252873554
210.9,-78173.39,-62.24999999999997,-6.511494252873554
213.0,-78230.29,-60.14999999999998,-4.41149425287356
212.0,-78279.9,-61.14999999999998,-5.41149425287356
212.9,-78332.46,-60.24999999999997,-4.511494252873554
211.8,-78381.76,-61.349999999999966,-5.611494252873548
213.6,-78435.85,-59.54999999999998,-3.8114942528735654
213.2,-78481.56,-59.94999999999999,-4.211494252873571
213.3,-78528.94,-59.849999999999966,-4.111494252873548
212.5,-78576.63,-60.64999999999998,-4.91149425287356
213.1,-78626.62,-60.04999999999998,-4.311494252873565
211.8,-78676.0,-61.349999999999966,-5.611494252873548
213.3,-78728.79,-59.849999999999966,-4.111494252873548
212.1,-78777.32,-61.04999999999998,-5.311494252873565
213.8,-78828.62,-59.349999999999966,-3.6114942528735483
214.0,-78874.3,-59.14999999999998,-3.4114942528735597
212.5,-78920.02,-60.64999999999998,-4.91149425287356
212.9,-78969.0,-60.24999999999997,-4.511494252873554
212.6,-79018.71,-60.54999999999998,-4.811494252873565
