Year,CO2 (ppmv),Temperature Anomaly [°C],Year(for Temp)
1165.9816,283.9659747066713,-2.61,1713.591
1199.8114,284.54004420226613,-3.13,1713.71
1210.955,283.68828915610504,-2.08,1713.8220000000001
1251.2694,282.41311047504325,-2.73,1713.939
1259.5071,282.199286054067,-3.31,1714.06
1278.1968,278.4312489162189,-3.6,1714.186
1307.4472,281.5784089788515,-3.95,1714.315
1330.12,284.0676432722511,-3.25,1714.437
1348.8499,278.3621212274177,-3.51,1714.561
1390.3321,280.9115788303861,-3.43,1714.684
1410.8606,279.6965499485699,-3.42,1714.807
1428.8044,279.7256958832981,-3.88,1714.935
1449.1638,282.22658040584827,-3.4,1715.058
1469.3968,280.3125047226672,-4.61,1715.195
1501.5286,283.1247803916497,-4.53,1715.3319999999999
1529.6757,283.94789036843633,-4.89,1715.472
1549.6475,283.5296825674026,-4.85,1715.612
1559.8629,281.82904146165555,-4.92,1715.753
1573.0129,282.5698274885973,-4.79,1715.891
1588.1767,281.10892823134105,-4.66,1716.029
1590.9906,279.3568610690018,-4.94,1716.169
1603.4186,275.066577843599,-5.1,1716.309
1609.4608,271.1090304670288,-4.76,1716.449
1628.5993,273.7807623120456,-5.81,1716.599
1639.8145,276.6872122505445,-5.65,1716.749
1649.0969,278.0152295252318,-6.03,1716.903
1681.8943,276.6596678045921,-5.78,1717.055
1689.7414,276.3246167739362,-6.09,1717.209
1694.0664,277.35805088594464,-6.07,1717.364
1722.8644,278.27011023020174,-6.01,1717.517
1723.0074,277.01330979867544,-6.16,1717.672
1733.872,278.3109424912346,-5.48,1717.818
1741.2572,276.8090000432731,-5.97,1717.974
1749.1199,277.6000738939942,-6.0,1718.126
1751.9316,276.4573287163011,-6.54,1718.286
1752.1294,278.00200109884094,-6.67,1718.448
1762.8782,277.15568662096365,-6.87,1718.612
1763.6968,276.3961020284933,-7.1,1718.78
1773.4555,277.8559524780317,-7.46,1718.953
1779.4891,280.2362981843688,-7.32,1719.128
1780.2999,273.07371696468044,-7.59,1719.302
1794.0965,281.6171179507893,-7.72,1719.478
1795.9435,282.3047106620081,-7.69,1719.653
1796.4715,280.4044366600032,-6.53,1719.811
1799.3364,282.7995518984052,-6.51,1719.968
1813.6597,284.43128758236145,-6.92,1720.128
1824.745,281.3603652847592,-4.89,1720.2640000000001
1826.9223,285.90893992625405,-6.27,1720.415
1832.87377618,285.0861666968484,-5.87,1720.562
1833.1772,283.82039231033946,-7.23,1720.728
1836.7002,284.151983964357,-7.51,1720.898
1840.82815717,283.6545457229947,-8.12,1721.077
1843.29321289,281.58148260537183,-8.15,1721.257
1844.46111002,283.5311237194569,-8.33,1721.44
1844.65465393,283.1828720355646,-8.18,1721.62
1845.90489061,283.6198856894272,-8.31,1721.801
1847.3218,286.839237474432,-7.83,1721.974
1850.2623816,284.00163402345765,-7.21,1722.138
1850.827,288.7903954001126,-7.77,1722.308
1851.10564731,285.4658308627274,-7.57,1722.474
1853.70827504,288.05443747992655,-7.36,1722.637
1854.71838118,285.56557722684016,-6.43,1722.789
1856.62032773,283.16210074754474,-6.48,1722.94
1858.84404142,286.6330756116753,-5.78,1723.0819999999999
1861.83448069,287.17456217295097,-6.24,1723.226
1862.97855574,285.3533187571561,-6.53,1723.372
1864.12838177,286.654158160582,-5.75,1723.511
1866.74388795,285.05229227816864,-6.13,1723.658
1867.7304,287.9922513016967,-4.55,1723.785
1868.41491309,289.53614491302415,-5.19,1723.915
1869.65612172,287.9864944292303,-6.02,1724.056
1870.0446858,286.32578146070443,-6.36,1724.201
1872.82637783,286.6550967370638,-6.64,1724.351
1873.73798032,291.5581974658393,-6.52,1724.501
1876.90521677,289.3281310647417,-7.96,1724.669
1879.95058398,287.7707291897673,-7.76,1724.835
1882.92235372,292.46393479402104,-7.46,1724.997
1883.79147243,289.7624132149648,-8.01,1725.162
1884.1799,289.2265988139854,-7.98,1725.331
1885.60012903,288.1157636999787,-8.07,1725.499
1887.39446673,294.34178746728605,-8.56,1725.675
1889.00748053,292.3423879392772,-8.08,1725.845
1889.86894219,290.9175394046256,-8.65,1726.023
1892.39051854,295.17192926023625,-8.57,1726.196
1892.87839551,294.8594308441452,-8.69,1726.373
1893.0603,295.3164626735822,-7.99,1726.54
1893.65882106,293.16654166689625,-8.7,1726.713
1893.75632496,293.80883068272027,-8.15,1726.881
1898.65716031,295.2814574829282,-8.72,1727.0529999999999
1898.94240499,297.0473645165553,-8.07,1727.223
1900.17835076,294.2207216000332,-8.16,1727.391
1901.70187471,295.6106368299745,-8.2,1727.559
1903.90652534,295.9913578166476,-8.08,1727.724
1905.35080414,299.0235966178361,-7.57,1727.887
1905.54356331,297.32821856127947,-7.01,1728.037
1905.7742,299.62686294971274,-7.38,1728.191
1908.52390789,301.5041354046444,-8.16,1728.3609999999999
1909.76476931,297.86910679162327,-8.77,1728.531
1910.71585085,298.10624698316605,-7.03,1728.681
1911.09538844,297.7268153632511,-7.47,1728.834
1911.28501404,299.25727749401767,-6.96,1728.981
1912.51514031,301.29772622272134,-6.74,1729.125
1914.39299596,300.7000886560916,-6.92,1729.27
1915.78603087,301.9151507114715,-6.52,1729.411
1917.87458812,303.85222132002366,-6.89,1729.556
1918.6683988,304.61320734820134,-6.34,1729.694
1919.7077812,301.8758603769565,-6.34,1729.83
1922.50504221,303.1815383191544,-5.69,1729.96
1922.83688341,306.1986242999216,-6.08,1730.096
1924.74838102,304.7159146968185,-5.98,1730.229
1925.31304291,304.96915678718324,-6.11,1730.363
1927.79645963,308.01874186181465,-5.29,1730.4850000000001
1928.1568,305.66786848134046,-5.08,1730.606
1928.53930677,305.7053721667773,-5.51,1730.73
1928.7436,305.78294147245686,-5.88,1730.8600000000001
1929.38632573,305.3808267142061,-4.96,1730.978
1930.82969384,305.7409186942765,-4.8,1731.096
1932.2936042,308.25556223436706,-5.23,1731.218
1932.53729929,308.27919921307927,-5.16,1731.34
1932.78092443,305.94402817135216,-5.45,1731.466
1933.59304922,307.0755443187391,-5.25,1731.588
1933.8764246,309.6306260790445,-5.0,1731.708
1935.05630111,306.3197983876916,-5.88,1731.837
1935.70945667,307.25859856593024,-5.39,1731.962
1935.87335809,309.3446868650601,-4.23,1732.073
1936.8632143,307.4076931745866,-4.66,1732.188
1937.76669305,312.3293254879136,-4.77,1732.304
1937.86788013,311.52050972739016,-4.87,1732.42
1938.12985249,311.94102882822733,-3.5,1732.525
1938.1616,308.47982780846024,-4.0,1732.633
1938.96772264,310.4566675193962,-4.45,1732.745
1939.22248508,311.21179432912515,-4.0,1732.853
1939.59182732,310.9510867188181,-4.11,1732.962
1939.969,309.80091502114107,-4.04,1733.07
1940.75400876,307.7386635857962,-3.72,1733.172
1940.83941537,311.80226771747726,-3.72,1733.275
1941.77969825,312.393938618938,-2.95,1733.373
1942.03541285,312.8437329659678,-2.78,1733.469
1942.20734108,311.878053578341,-2.89,1733.566
1943.57364794,312.36164019507424,-2.82,1733.662
1944.50904266,310.224309572614,-3.19,1733.762
1944.76432292,311.2775834649954,-2.9,1733.858
1944.96280981,310.440204448011,-2.5,1733.951
1945.38738873,311.8114965345337,-2.39,1734.044
1945.55722017,311.9671347125998,-2.22,1734.134
1945.61583916,312.5596867804179,-2.51,1734.224
1946.62686004,312.8663621464335,-2.01,1734.313
1946.66339683,310.36290017732523,-2.25,1734.401
1947.7064869,311.57094999761165,-1.46,1734.4859999999999
1948.77405468,309.6939936066409,-1.7,1734.5720000000001
1949.66847174,313.6602846482332,-1.64,1734.658
1950.2509,312.0017776102837,-1.77,1734.742
1952.38391817,312.1844627182946,-1.17,1734.824
1953.55856136,312.22274083278216,-1.39,1734.907
1953.71393737,312.8003637775662,-1.0,1734.989
1953.79154436,313.1710570119369,-2.25,1735.076
1954.79596465,314.7139613439055,-1.39,1735.157
1956.1572,315.342073915026,-1.83,1735.244
1957.1037471,314.4370577968855,-1.92,1735.333
1957.20337364,316.3253801823537,-1.98,1735.42
1957.25753884,315.2703546298443,-1.81,1735.509
1957.87242429,314.57216625352925,-2.09,1735.599
1958.10278585,316.1014028920352,-2.59,1735.692
1958.56297112,316.3340200101121,-1.86,1735.781
1959.09269585,311.98389241638387,-2.5,1735.873
1960.3140448,313.0933880516286,-2.67,1735.964
1960.56866172,318.20658038167187,-1.76,1736.051
1961.7159,316.59261011941027,-1.41,1736.136
1962.3219164,317.5216280215933,-1.98,1736.225
1962.39534109,319.1381732232432,-3.02,1736.3220000000001
1962.54209154,317.4481354802273,-2.7,1736.417
1962.61527986,318.61106261456985,-2.75,1736.509
1963.20001828,319.06606441856763,-1.93,1736.597
1963.56449559,319.12347301713646,-1.96,1736.686
1965.22634923,319.8929363220089,-2.38,1736.777
1965.29787811,319.1950596158425,-1.58,1736.864
1965.86601157,320.98156635342656,-1.89,1736.952
1966.54523533,322.1747797142201,-2.3,1737.0430000000001
1966.78904408,320.4923553617883,-2.0,1737.132
1968.53874856,320.38065078205506,-1.99,1737.221
1968.81386949,324.08551736938495,-1.81,1737.308
1968.98437083,325.07717594979096,-2.27,1737.397
1969.42321802,324.70605757685405,-2.59,1737.491
1970.22168348,324.5570616692709,-2.62,1737.585
1970.63715024,324.9059936630005,-2.14,1737.676
1970.65630201,326.6491948420144,-2.75,1737.771
1970.87268198,326.3093257445175,-1.5,1737.857
1972.04101781,330.3504422217994,-2.01,1737.945
1972.08833438,328.4158880123276,-1.74,1738.033
1974.13341332,331.54980566810485,-2.03,1738.122
1975.57092123,332.3656863259178,-2.34,1738.214
1976.67036968,332.3689555204767,-2.01,1738.299
1976.79675037,335.5469534579232,-2.48,1738.384
1979.14258988,334.84855553252345,-2.05,1738.473
1983.02591866,339.4604885213476,-2.06,1738.562
1983.07684987,341.3292967441024,-1.39,1738.646
1984.91675295,342.0519764062061,-1.07,1738.73
1985.76218002,343.1107520502481,-2.33,1738.82
1986.14322834,343.9736767615952,-1.76,1738.908
1986.6160162,344.71776861346984,-1.11,1738.99
1987.2085916,345.44120600376243,-1.12,1739.073
1988.06951193,347.59740561133145,-2.01,1739.162
1988.96633494,349.27841464963046,-2.43,1739.254
1989.40796781,349.8002703595191,-1.8,1739.342
1989.97139973,350.8086522409729,-2.21,1739.4279999999999
1991.13481671,352.41630841973364,-1.29,1739.512
1992.31351706,353.72423581425323,-1.27,1739.596
1993.08,353.94668533391206,-1.55,1739.681
1994.40564212,357.10673969933646,-1.39,1739.766
1996.27927213,359.6477931830841,-0.24,1739.843
1998.0,361.78073658846415,-1.84,1739.924
2001.03,368.02248790241714,-1.49,1740.009
2002.0,373.45,-1.77,1740.096
2003.0,375.98,-1.35,1740.182
2004.0,377.7,-2.24,1740.272
2005.0,379.98,-1.46,1740.358
2006.0,382.09,-2.39,1740.45
2007.0,384.02,-1.4,1740.536
2008.0,385.83,-2.19,1740.626
2009.0,387.64,-2.53,1740.72
2010.0,390.1,-1.8,1740.808
2011.0,391.85,-2.32,1740.9
2012.0,394.06,-1.67,1740.987
2013.0,396.74,-1.64,1741.074
2014.0,398.81,-2.38,1741.166
2015.0,401.01,-2.24,1741.257
2016.0,404.41,-1.69,1741.345
2017.0,406.76,-1.95,1741.434
2018.0,408.72,-2.74,1741.529
2019.0,411.65,-2.61,1741.624
2020.0,414.21,-2.62,1741.719
2021.0,416.41,-2.19,1741.81
2022.0,418.53,-2.41,1741.903
