Temperature Anomoly,Year
-9.0,-22265.8613
-9.76,-22313.4961
-9.33,-22363.582
-10.07,-22412.8691
-10.1,-22464.7129
-7.98,-22516.8223
-8.99,-22560.7676
-9.9,-22608.2148
-10.21,-22659.2773
-10.06,-22712.0449
-9.96,-22764.418
-9.89,-22816.2832
-9.54,-22867.8145
-9.84,-22917.9297
-9.39,-22969.125
-9.83,-23018.8086
-9.95,-23070.1719
-9.83,-23122.041
-9.35,-23173.2617
-9.35,-23222.9102
-10.21,-23272.8418
-10.48,-23325.8574
-10.32,-23380.25
-9.54,-23433.5371
-9.87,-23485.0898
-9.84,-23536.584
-9.67,-23588.1875
-9.54,-23639.2266
-9.3,-23689.5664
-10.19,-23740.2031
-10.02,-23792.6035
-9.53,-23845.1172
-10.47,-23897.0078
-8.93,-23949.9102
-9.61,-23999.5664
-10.2,-24050.4434
-8.98,-24103.0547
-9.85,-24152.5703
-9.96,-24204.2695
-9.17,-24256.6875
-10.4,-24306.5742
-9.96,-24361.1211
-9.02,-24413.7383
-9.94,-24462.6309
-9.34,-24515.1465
-9.59,-24565.5039
-9.96,-24616.7988
-10.19,-24669.8477
-10.11,-24723.8535
-9.05,-24776.7168
-9.48,-24827.0234
-9.72,-24877.7344
-10.13,-24929.9844
-9.59,-24983.0391
-9.75,-25035.3164
-9.7,-25087.375
-9.93,-25139.7832
-9.22,-25191.9375
-8.79,-25242.1699
-8.28,-25290.125
-8.84,-25337.25
-6.91,-25382.8496
-9.25,-25427.1953
-9.03,-25475.3438
-8.69,-25524.5488
-10.51,-25573.3613
-9.14,-25627.8301
-7.86,-25677.748
-7.71,-25723.0137
-8.61,-25767.084
-8.94,-25814.6152
-9.4,-25863.752
-8.38,-25914.0508
-8.81,-25961.5938
-9.87,-26010.6719
-10.22,-26063.5078
-9.15,-26117.9941
-9.42,-26168.6855
-9.93,-26220.1895
-9.42,-26273.8398
-8.71,-26325.3613
-8.89,-26373.7363
-8.2,-26422.5723
-7.84,-26468.7715
-8.69,-26514.5195
-8.61,-26561.9785
-8.59,-26610.0449
-8.87,-26658.334
-9.46,-26707.8711
-9.14,-26758.7324
-8.91,-26809.3203
-9.27,-26859.4668
-8.35,-26909.1074
-8.88,-26957.8145
-8.28,-27005.9531
-8.72,-27053.8848
-8.26,-27101.7754
-8.1,-27148.8965
-8.23,-27195.2129
-7.39,-27241.8301
-8.6,-27285.8301
-7.55,-27332.793
-7.93,-27377.9727
-9.42,-27424.7988
-8.88,-27474.6348
-8.42,-27524.418
-8.35,-27572.5469
-8.42,-27620.1211
-8.33,-27667.6895
-7.82,-27714.7227
-8.36,-27760.8398
-8.9,-27808.2891
-9.82,-27858.3535
-9.44,-27912.1523
-9.38,-27964.8301
-9.85,-28017.4492
-8.4,-28070.4102
-10.03,-28120.8145
-9.25,-28174.2676
-9.19,-28226.6895
-8.31,-28277.4238
-9.94,-28327.334
-8.61,-28379.6777
-9.06,-28430.3438
-9.19,-28481.0781
-9.19,-28532.6328
-9.29,-28584.4375
-8.88,-28636.1172
-8.88,-28686.8418
-8.87,-28737.2051
-8.87,-28787.5547
-8.87,-28837.9277
-7.57,-28887.3281
-8.69,-28933.7285
-8.77,-28982.8809
-8.52,-29032.8281
-9.51,-29081.8613
-9.93,-29135.4531
-9.29,-29190.6797
-9.47,-29243.6621
-10.04,-29297.418
-9.42,-29352.6406
-8.91,-29405.9746
-9.07,-29457.5488
-8.9,-29508.8652
-9.87,-29560.9707
-8.92,-29614.4492
-10.36,-29668.1094
-9.19,-29723.2285
-7.5,-29775.0352
-8.3,-29822.8711
-8.88,-29871.0098
-8.5,-29920.9727
-7.07,-29969.3457
-8.12,-30014.834
-6.9,-30061.5391
-8.4,-30105.2773
-8.64,-30153.8984
-8.31,-30203.625
-8.81,-30252.9141
-8.2,-30302.8555
-8.38,-30351.793
-7.78,-30399.9863
-9.02,-30448.5195
-7.95,-30497.7891
-8.09,-30546.4316
-9.16,-30595.3184
-9.77,-30647.5508
-9.46,-30702.2148
-9.31,-30756.5918
-9.88,-30810.9102
-9.24,-30865.9453
-8.59,-30919.2109
-9.25,-30970.753900000003
-8.74,-31022.9453
-8.18,-31073.863299999997
-8.03,-31122.792999999998
-7.93,-31170.769500000002
-7.53,-31217.9531
-8.06,-31264.8672
-7.76,-31312.1484
-7.48,-31359.128900000003
-8.3,-31405.292999999998
-8.06,-31454.308599999997
-8.47,-31502.621099999997
-8.14,-31552.363299999997
-8.12,-31601.0898
-7.72,-31649.308599999997
-9.32,-31698.0156
-8.1,-31749.25
-8.77,-31799.636700000003
-9.53,-31851.2656
-9.53,-31905.628900000003
-9.53,-31960.8281
-9.52,-32016.058599999997
-9.52,-32071.308599999997
-9.16,-32126.542999999998
-8.53,-32180.019500000002
-9.12,-32230.7656
-8.97,-32284.1406
-9.58,-32337.042999999998
-9.08,-32392.3594
-8.19,-32445.4219
-8.03,-32495.175799999997
-8.55,-32543.9297
-7.39,-32594.6602
-8.34,-32641.0703
-7.75,-32690.3516
-7.68,-32738.105499999998
-8.48,-32786.1562
-7.35,-32834.8047
-7.4,-32881.9688
-8.37,-32929.0938
-8.04,-32977.8945
-7.69,-33026.75
-7.03,-33073.9883
-7.69,-33119.375
-8.41,-33166.707
-7.72,-33216.957
-7.09,-33264.3594
-7.52,-33310.1953
-8.18,-33357.3125
-8.24,-33406.2852
-8.06,-33455.9102
-6.81,-33503.8516
-8.52,-33550.8984
-8.67,-33600.5195
-7.81,-33651.5859
-7.61,-33700.3281
-7.89,-33747.8906
-8.68,-33796.3633
-8.18,-33848.3828
-9.24,-33898.4102
-7.97,-33952.9375
-8.02,-34002.0195
-8.08,-34051.2422
-8.05,-34100.6719
-9.07,-34150.8008
-8.69,-34203.832
-8.54,-34256.2734
-8.32,-34307.8398
-7.84,-34358.2734
-7.84,-34407.2188
-8.09,-34456.0898
-8.2,-34505.6445
-8.05,-34555.5664
-7.77,-34604.9922
-8.44,-34654.4688
-8.08,-34704.6719
-7.95,-34754.707
-8.66,-34804.7539
-8.84,-34856.6406
-8.54,-34909.4375
-8.17,-34961.2891
-7.0,-35010.8945
-6.63,-35057.125
-7.91,-35101.3633
-7.88,-35150.3867
-7.89,-35199.457
-6.62,-35247.5195
-7.79,-35293.7148
-6.84,-35340.0352
-7.91,-35387.0938
-6.84,-35434.0273
-8.14,-35480.8398
-6.85,-35529.5
-7.18,-35575.0859
-6.04,-35620.6562
-6.18,-35663.3398
-6.27,-35705.6953
-5.14,-35747.3945
-6.41,-35787.125
-5.22,-35829.3281
-4.66,-35868.6484
-6.16,-35907.7188
-7.17,-35948.8711
-7.23,-35995.1172
-7.86,-36042.1211
-5.98,-36088.9141
-5.5,-36131.9805
-7.13,-36174.0781
-7.25,-36218.7891
-7.63,-36265.4414
-5.83,-36313.0977
-7.28,-36356.2227
-6.29,-36400.582
-6.57,-36444.9766
-7.03,-36489.1133
-6.62,-36534.4219
-6.39,-36578.832
-6.41,-36622.3047
-6.34,-36665.6914
-6.82,-36709.5195
-7.18,-36754.3984
-7.53,-36800.8477
-6.15,-36848.3945
-6.89,-36891.5781
-6.59,-36936.3242
-6.46,-36980.6836
-7.78,-37026.0234
-6.87,-37072.7617
-5.95,-37118.5117
-8.05,-37161.2344
-7.73,-37211.1562
-8.2,-37260.5312
-8.05,-37311.293
-7.97,-37361.8086
-8.2,-37412.1719
-7.97,-37462.9141
-8.03,-37513.3477
-9.02,-37564.7539
-9.2,-37619.0039
-9.1,-37674.7969
-8.18,-37729.8125
-9.24,-37782.2891
-7.83,-37837.2188
-8.48,-37887.918
-7.74,-37939.7344
-8.12,-37989.7812
-7.2,-38039.6875
-8.25,-38088.5508
-7.74,-38138.5391
-7.59,-38188.293
-8.63,-38238.375
-8.53,-38290.5078
-8.41,-38343.4922
-7.19,-38394.6562
-7.54,-38443.543
-7.26,-38491.4102
-8.54,-38540.3594
-8.89,-38592.5703
-8.72,-38646.8984
-8.7,-38701.0938
-8.82,-38755.2266
-8.42,-38809.1953
-8.14,-38862.0039
-9.39,-38915.1484
-8.15,-38969.6797
-8.02,-39022.4219
-7.77,-39073.1719
-7.57,-39123.0273
-8.58,-39173.3086
-7.31,-39224.2188
-6.45,-39272.582
-7.55,-39318.5273
-7.58,-39366.6484
-7.83,-39415.7305
-8.57,-39465.8516
-6.66,-39519.3281
-8.83,-39565.5898
-7.79,-39619.2031
-8.73,-39670.0195
-7.95,-39723.7695
-8.22,-39774.9414
-8.97,-39827.1836
-8.36,-39882.457
-8.8,-39935.3594
-8.74,-39990.1992
-8.75,-40044.8242
-9.06,-40099.6992
-9.04,-40155.7656
-8.22,-40211.168
-8.89,-40264.8008
-7.52,-40318.1523
-8.18,-40369.2695
-8.36,-40420.8594
-7.54,-40472.8047
-7.55,-40522.7852
-7.77,-40572.1875
-8.46,-40622.6758
-7.12,-40674.8398
-8.52,-40723.6016
-7.61,-40776.4883
-7.94,-40826.5625
-7.41,-40877.4922
-6.75,-40926.2031
-7.07,-40972.4609
-7.02,-41019.4883
-7.2,-41066.8047
-6.62,-41113.7734
-6.83,-41160.1172
-7.51,-41206.8789
-6.83,-41254.8594
-8.03,-41302.418
-7.93,-41353.3516
-6.47,-41404.0273
-6.93,-41449.5273
-7.36,-41496.5078
-7.9,-41545.3125
-8.06,-41596.0664
-7.37,-41647.0898
-7.57,-41696.6523
-7.81,-41746.3242
-7.22,-41796.0977
-8.42,-41846.2344
-8.68,-41898.7383
-8.02,-41952.1836
-7.94,-42003.5859
-8.74,-42054.9023
-8.66,-42108.3555
-8.31,-42162.4062
-8.82,-42215.9531
-8.77,-42270.7422
-8.44,-42326.0078
-8.04,-42379.9648
-7.04,-42431.8711
-7.63,-42481.0469
-8.73,-42531.8086
-8.3,-42584.9688
-8.46,-42638.0078
-7.9,-42690.9766
-7.57,-42742.2422
-7.92,-42792.668
-7.8,-42843.7539
-7.78,-42894.8242
-7.57,-42945.5391
-7.65,-42995.7812
-7.75,-43046.1289
-7.17,-43096.168
-7.12,-43145.0234
-6.62,-43192.543
-7.04,-43239.4297
-7.0,-43286.6836
-6.92,-43334.168
-6.59,-43381.3555
-6.79,-43427.3008
-6.51,-43473.6797
-6.97,-43519.9023
-6.9,-43566.8398
-5.27,-43612.168
-7.05,-43656.4023
-6.19,-43701.8398
-6.69,-43746.6992
-5.44,-43792.3828
-6.01,-43834.8477
-5.35,-43877.0469
-6.28,-43919.8086
-4.25,-43962.3516
-5.14,-44000.957
-6.03,-44041.8984
-6.86,-44085.5586
-5.8,-44130.4414
-5.24,-44173.9727
-6.38,-44215.1797
-6.31,-44259.7617
-6.12,-44303.8086
-6.18,-44347.8125
-5.7,-44391.4883
-5.72,-44434.3516
-4.85,-44476.6406
-4.57,-44515.8281
-4.03,-44553.7773
-5.64,-44591.75
-5.51,-44633.0586
-5.05,-44674.3125
-5.68,-44715.5703
-5.25,-44756.7891
-6.58,-44798.3516
-6.49,-44843.8125
-6.86,-44889.5742
-5.88,-44935.4414
-6.44,-44980.0898
-6.44,-45024.7695
-6.17,-45069.8555
-6.75,-45114.7266
-6.8,-45161.0234
-6.24,-45207.7344
-6.44,-45252.5938
-4.97,-45296.1719
-6.67,-45339.3398
-6.64,-45383.6016
-7.15,-45430.2383
-6.59,-45477.9141
-6.97,-45524.2695
-6.73,-45571.7969
-7.0,-45618.6562
-7.2,-45666.4492
-6.24,-45713.9375
-6.27,-45759.5664
-7.13,-45805.2852
-7.66,-45853.2578
-6.65,-45902.4219
-7.25,-45950.2695
-8.94,-45999.9453
-7.92,-46054.9102
-8.02,-46107.9961
-8.55,-46160.9883
-7.94,-46214.9297
-7.31,-46267.0703
-7.99,-46317.7578
-6.8,-46368.1914
-6.63,-46416.5234
-6.8,-46463.6953
-7.31,-46510.9883
-7.0,-46560.1289
-8.51,-46608.3789
-7.56,-46663.1289
-6.93,-46713.7305
-8.32,-46761.832
-8.17,-46815.5781
-7.08,-46868.9648
-7.01,-46917.3867
-6.54,-46965.2656
-7.57,-47012.3906
-7.67,-47062.3008
-7.59,-47113.2695
-8.17,-47164.6094
-7.28,-47216.7695
-8.05,-47267.6055
-7.64,-47319.4883
-8.39,-47371.543
-7.36,-47424.6875
-7.96,-47475.7578
-7.16,-47527.168
-6.75,-47576.3398
-7.54,-47624.6211
-7.45,-47674.293
-6.1,-47723.0312
-7.7,-47770.7617
-7.67,-47820.2188
-6.3,-47870.1133
-7.67,-47918.6797
-7.49,-47968.4375
-8.18,-48019.7734
-7.06,-48071.625
-6.64,-48120.9141
-6.96,-48168.2812
-6.5,-48215.8828
-7.02,-48262.332
-7.53,-48310.7617
-7.5,-48361.4062
-7.06,-48411.8672
-7.05,-48460.582
-5.64,-48508.0586
-7.17,-48553.3242
-7.43,-48601.1289
-8.11,-48651.9258
-6.25,-48702.4727
-7.02,-48750.5898
-7.48,-48798.6914
-6.59,-48847.7109
-7.5,-48896.2617
-7.37,-48945.8438
-6.69,-48995.4062
-6.71,-49043.1172
-7.84,-49090.8008
-7.38,-49142.3438
-7.38,-49192.7539
-7.22,-49242.8867
-6.95,-49292.3477
-7.02,-49340.6719
-6.77,-49389.1523
-7.21,-49436.9727
-6.61,-49485.7031
-6.42,-49532.7852
-5.98,-49578.4727
-7.41,-49624.8008
-6.57,-49672.457
-7.35,-49720.8984
-6.11,-49768.8594
-6.64,-49815.2383
-5.49,-49861.3008
-6.81,-49904.3594
-6.26,-49951.3789
-5.97,-49996.8125
-4.62,-50039.6562
-6.36,-50082.0547
-5.24,-50124.9102
-6.23,-50167.3633
-7.27,-50212.7773
-6.32,-50261.7422
-6.86,-50308.2695
-6.32,-50355.2383
-6.75,-50401.8867
-6.07,-50448.0625
-5.66,-50493.0195
-7.04,-50537.6367
-5.97,-50584.5234
-6.35,-50629.5
-5.28,-50674.8633
-6.72,-50717.9922
-6.11,-50763.3906
-4.61,-50807.0664
-6.11,-50849.2617
-6.18,-50892.5742
-6.62,-50937.6641
-6.82,-50984.6328
-6.33,-51032.1641
-4.25,-51076.1523
-5.75,-51117.4688
-6.18,-51159.5156
-5.08,-51203.2773
-5.41,-51244.918
-5.03,-51286.6484
-5.18,-51327.6445
-4.95,-51368.3555
-4.92,-51408.8828
-4.99,-51449.0742
-5.29,-51489.7344
-6.18,-51532.0469
-6.3,-51576.2422
-6.08,-51621.4648
-7.19,-51667.3125
-6.87,-51715.6602
-6.66,-51763.875
-5.54,-51810.9297
-6.25,-51853.9766
-5.54,-51898.4336
-6.52,-51942.6523
-6.25,-51987.7734
-6.67,-52033.9922
-6.5,-52080.5625
-6.98,-52127.6055
-5.66,-52174.9648
-5.96,-52218.8594
-5.83,-52263.0234
-5.42,-52306.4062
-7.04,-52350.6797
-6.9,-52397.4922
-6.86,-52445.875
-7.4,-52494.6133
-7.4,-52544.5508
-6.79,-52594.4648
-7.62,-52643.7695
-7.9,-52694.8203
-7.37,-52746.9414
-7.39,-52798.0
-5.94,-52847.0
-6.6,-52893.1797
-6.76,-52939.7227
-6.14,-52987.1484
-5.79,-53032.2852
-6.93,-53076.7773
-6.82,-53124.3633
-6.04,-53171.6289
-7.05,-53218.1797
-6.85,-53265.8203
-6.34,-53313.6094
-6.59,-53360.4023
-7.81,-53408.3828
-6.79,-53458.6914
-6.77,-53507.5938
-6.81,-53555.4531
-7.19,-53603.6367
-7.37,-53653.207
-7.91,-53703.9805
-8.33,-53757.1992
-7.32,-53811.332
-7.35,-53862.6211
-8.13,-53913.8281
-8.38,-53967.7344
-6.75,-54021.2539
-8.67,-54072.8438
-7.37,-54126.2383
-7.29,-54178.3242
-6.52,-54227.8047
-6.88,-54275.8945
-8.08,-54325.207
-6.63,-54376.3906
-7.0,-54425.6953
-7.1,-54474.375
-7.21,-54523.8086
-6.64,-54573.1641
-6.46,-54620.9062
-7.61,-54668.1289
-6.52,-54718.9414
-7.18,-54766.4766
-6.36,-54816.1406
-6.13,-54862.3203
-6.56,-54907.9062
-5.32,-54953.4688
-6.83,-54998.1797
-6.25,-55043.9883
-6.37,-55090.5195
-5.72,-55135.957
-5.2,-55179.7852
-5.99,-55221.6367
-4.97,-55265.6953
-5.7,-55307.5781
-5.58,-55350.1367
-7.79,-55395.7344
-6.66,-55444.6172
-5.97,-55492.6914
-5.75,-55537.7969
-6.43,-55581.9258
-6.61,-55628.1875
-5.83,-55675.2734
-5.23,-55719.0312
-6.95,-55762.8438
-7.16,-55810.0898
-6.82,-55859.2812
-6.23,-55907.2422
-6.2,-55953.5781
-5.97,-55998.9297
-6.1,-56043.8555
-5.25,-56088.6094
-6.57,-56130.9844
-5.28,-56176.7695
-5.98,-56220.1914
-4.42,-56262.1719
-6.03,-56304.1523
-5.03,-56346.5781
-4.92,-56388.0938
-5.86,-56429.207
-5.66,-56472.4062
-6.42,-56516.8242
-4.83,-56560.543
-4.6,-56602.1914
-5.19,-56641.6016
-5.44,-56683.2227
-5.64,-56725.6953
-4.89,-56767.8008
-5.93,-56809.9961
-5.8,-56853.2422
-6.08,-56897.2344
-5.78,-56942.1328
-5.9,-56986.1328
-5.8,-57030.2305
-5.71,-57074.1211
-5.41,-57117.4062
-5.36,-57160.0117
-7.08,-57202.6641
-4.53,-57251.4883
-6.16,-57291.6289
-6.26,-57336.0508
-7.3,-57382.9336
-6.1,-57430.8594
-4.82,-57475.8945
-6.28,-57518.8672
-6.55,-57563.5234
-6.19,-57610.2266
-5.85,-57655.9297
-7.15,-57700.5
-6.9,-57749.7461
-5.32,-57797.4883
-5.9,-57841.0938
-5.92,-57884.875
-5.72,-57929.0469
-7.27,-57974.5
-6.35,-58022.4023
-6.78,-58069.9414
-6.67,-58117.6875
-7.25,-58165.7578
-7.33,-58215.8398
-6.92,-58266.3477
-6.66,-58315.293
-7.48,-58363.1992
-6.97,-58414.4062
-6.25,-58463.5586
-7.25,-58509.7383
-6.73,-58559.832
-6.07,-58607.6719
-5.79,-58652.8906
-7.22,-58698.5039
-6.91,-58747.0156
-7.24,-58796.5742
-7.52,-58846.9492
-6.68,-58897.4961
-6.45,-58946.0117
-7.13,-58993.9102
-7.77,-59043.832
-6.43,-59094.5195
-7.13,-59143.6445
-6.86,-59192.4531
-7.09,-59241.7539
-7.32,-59291.5508
-7.39,-59342.2344
-7.01,-59392.9297
-8.11,-59444.0898
-7.6,-59497.0469
-6.96,-59549.2266
-7.44,-59599.7539
-7.77,-59651.1328
-7.52,-59703.6953
-7.26,-59755.668
-7.62,-59807.0195
-7.77,-59859.3164
-8.37,-59912.875
-8.22,-59968.75
-8.94,-60024.4961
-8.17,-60083.293
-7.94,-60139.0234
-8.05,-60193.5664
-8.19,-60248.3867
-8.6,-60304.2148
-8.86,-60361.7188
-8.57,-60420.582
-7.25,-60477.957
-8.91,-60529.7734
-8.89,-60588.7383
-8.85,-60648.1523
-8.53,-60707.0703
-8.24,-60764.707
-9.17,-60821.3164
-9.47,-60882.2109
-8.6,-60944.0898
-8.41,-61002.7656
-10.19,-61062.0156
-9.27,-61129.1367
-9.22,-61191.0586
-9.41,-61252.9414
-8.95,-61315.0312
-9.3,-61375.6562
-9.05,-61437.5469
-8.83,-61498.2148
-8.49,-61557.5664
-6.68,-61613.9297
-6.82,-61665.0
-8.34,-61715.7383
-6.63,-61769.6562
-8.87,-61820.9414
-7.88,-61878.8789
-7.86,-61933.6094
-7.12,-61987.668
-7.45,-62039.0898
-8.53,-62092.2695
-9.08,-62150.1406
-8.38,-62209.9023
-8.78,-62268.4023
-9.32,-62327.7773
-8.71,-62389.8828
-8.24,-62448.9492
-8.82,-62506.7852
-9.11,-62566.2852
-8.4,-62627.2305
-9.24,-62685.375
-8.3,-62746.7656
-9.34,-62805.9609
-9.01,-62867.4492
-8.82,-62928.8672
-8.89,-62989.0859
-7.72,-63048.4062
-7.72,-63103.8555
-9.77,-63160.793
-8.36,-63223.0781
-9.03,-63282.0664
-8.67,-63343.1445
-9.14,-63403.3438
-9.42,-63465.3438
-8.79,-63528.5625
-9.56,-63589.414099999995
-8.46,-63652.835900000005
-9.0,-63713.0625
-9.36,-63774.30469999999
-9.59,-63837.80469999999
-8.78,-63902.0625
-9.29,-63963.8906
-9.58,-64026.92969999999
-9.48,-64091.9219
-9.17,-64156.2969
-9.81,-64220.13280000001
-9.2,-64286.19530000001
-9.11,-64349.210900000005
-8.83,-64411.5312
-9.04,-64473.0469
-7.85,-64534.82030000001
-9.71,-64591.36719999999
-8.67,-64655.99219999999
-8.46,-64717.1094
-9.21,-64776.9688
-9.23,-64839.851599999995
-8.5,-64902.6562
-9.01,-64963.375
-9.61,-65025.625
-8.82,-65090.94530000001
-9.39,-65153.05469999999
-9.26,-65217.11719999999
-9.44,-65281.351599999995
-8.86,-65346.0156
-8.9,-65408.1406
-9.4,-65470.6094
-8.78,-65534.898400000005
-7.81,-65595.8125
-9.11,-65653.7422
-9.12,-65715.8203
-9.32,-65779.4297
-7.12,-65842.9688
-8.87,-65897.8203
-8.6,-65958.3984
-8.27,-66018.9219
-9.06,-66078.5938
-9.63,-66141.4844
-9.51,-66208.1172
-9.31,-66274.25
-7.79,-66339.4453
-8.04,-66395.9219
-7.92,-66453.3594
-7.59,-66510.1641
-8.15,-66566.5234
-7.77,-66623.8828
-8.6,-66681.1094
-8.14,-66741.5391
-9.42,-66801.1797
-8.96,-66865.5547
-8.92,-66929.3359
-9.71,-66992.7031
-8.85,-67059.4688
-9.67,-67124.0078
-8.75,-67190.8828
-9.22,-67253.6875
-8.99,-67318.0547
-8.89,-67382.0
-7.26,-67444.4141
-8.49,-67500.3672
-8.8,-67560.6406
-8.34,-67622.5234
-6.91,-67682.2344
-7.58,-67735.75
-7.27,-67791.4766
-7.94,-67846.2891
-8.07,-67904.1562
-7.49,-67962.5703
-7.69,-68019.2344
-7.34,-68075.3594
-7.72,-68130.8047
-6.79,-68187.2266
-6.66,-68239.5781
-7.55,-68291.2734
-6.28,-68346.4219
-6.69,-68397.1953
-6.61,-68448.625
-6.41,-68499.8828
-5.2,-68549.5156
-6.04,-68595.875
-5.61,-68644.0078
-5.63,-68690.9922
-5.05,-68737.8047
-5.5,-68782.5703
-5.53,-68828.7109
-5.98,-68875.6016
-5.41,-68923.1172
-7.72,-68972.0703
-7.27,-69026.4062
-5.25,-69080.25
-7.09,-69128.4219
-6.41,-69180.4922
-6.21,-69231.5312
-6.01,-69281.3203
-6.04,-69330.3516
-7.05,-69380.0547
-7.19,-69433.3984
-6.78,-69488.0156
-6.88,-69540.7422
-5.85,-69593.5234
-6.71,-69642.4141
-6.84,-69694.625
-6.65,-69747.4922
-7.0,-69800.0625
-6.9,-69853.6172
-6.6,-69906.8203
-7.09,-69959.6953
-7.28,-70013.8594
-6.94,-70068.7891
-8.05,-70124.0547
-7.05,-70182.0703
-7.59,-70237.1719
-7.3,-70294.2344
-8.24,-70350.9219
-8.89,-70412.87
-7.9,-70476.08
-8.14,-70536.28
-8.32,-70596.88
-8.19,-70658.3
-7.66,-70718.74
-7.6,-70777.26
-7.63,-70835.02
-7.42,-70892.85
-7.17,-70949.48
-7.66,-71005.6
-6.58,-71061.97
-6.89,-71116.1
-6.51,-71169.42
-6.45,-71222.02
-7.55,-71275.09
-6.16,-71330.54
-7.1,-71382.7
-6.45,-71437.26
-7.39,-71489.54
-5.53,-71545.48
-6.91,-71594.63
-6.23,-71648.15
-6.23,-71699.64
-6.11,-71750.62
-6.62,-71801.65
-6.04,-71853.73
-5.97,-71904.45
-4.21,-71952.83
-5.39,-71997.32
-5.52,-72044.03
-5.56,-72091.9
-4.83,-72139.9
-5.7,-72185.2
-4.51,-72232.82
-5.06,-72277.62
-5.86,-72323.88
-4.92,-72371.52
-5.15,-72418.17
-4.97,-72464.06
-4.47,-72509.32
-3.52,-72552.55
-4.64,-72593.44
-4.08,-72637.23
-4.44,-72679.61
-5.59,-72723.95
-5.29,-72770.84
-5.26,-72818.27
-5.72,-72865.85
-5.34,-72913.96
-6.11,-72962.68
-5.19,-73011.69
-6.67,-73061.16
-6.22,-73112.73
-5.86,-73164.44
-5.82,-73214.71
-5.98,-73264.69
-6.1,-73315.18
-5.99,-73366.04
-6.62,-73417.54
-6.67,-73470.62
-6.22,-73524.13
-6.96,-73577.07
-6.52,-73631.68
-7.41,-73685.71
-6.78,-73743.32
-7.6,-73798.8
-7.94,-73857.89
-7.43,-73918.15
-6.77,-73976.47
-6.99,-74032.08
-6.38,-74087.83
-6.31,-74140.91
-7.51,-74193.87
-6.91,-74251.99
-6.75,-74308.08
-6.1,-74362.42
-6.28,-74415.05
-8.09,-74469.48
-5.99,-74527.77
-6.98,-74581.49
-6.1,-74636.77
-6.38,-74688.92
-7.18,-74742.25
-6.95,-74799.42
-6.65,-74855.52
-6.89,-74910.79
-6.21,-74965.71
-6.06,-75018.87
-6.03,-75070.83
-6.12,-75122.64
-6.78,-75175.36
-5.16,-75228.8
-6.38,-75278.8
-5.77,-75330.83
-5.66,-75381.75
-6.31,-75432.3
-7.08,-75485.44
-6.43,-75542.34
-6.46,-75596.39
-7.04,-75650.94
-7.05,-75707.68
-6.81,-75764.67
-6.38,-75820.5
-6.69,-75875.13
-6.44,-75930.08
-6.6,-75984.54
-5.94,-76039.44
-6.2,-76091.27
-6.63,-76144.45
-5.69,-76198.91
-5.75,-76250.18
-7.4,-76302.4
-6.64,-76359.68
-5.25,-76414.29
-5.61,-76464.92
-6.12,-76515.4
-6.13,-76567.63
-5.34,-76619.6
-5.67,-76669.98
-5.45,-76720.02
-4.92,-76769.32
-5.1,-76817.39
-6.32,-76866.68
-5.41,-76918.11
-5.64,-76968.97
-5.67,-77019.4
-7.15,-77071.81
-5.02,-77126.47
-6.06,-77177.2
-5.13,-77228.2
-6.27,-77278.33
-4.44,-77329.67
-4.88,-77376.86
-4.76,-77423.62
-5.59,-77471.44
-4.96,-77520.38
-6.29,-77570.26
-4.71,-77620.99
-5.99,-77670.72
-4.26,-77719.82
-4.06,-77766.24
-5.57,-77812.08
-5.13,-77860.45
-5.44,-77909.9
-5.77,-77959.99
-5.45,-78010.92
-4.86,-78060.77
-4.92,-78108.95
-4.9,-78156.6
-3.8,-78203.27
-5.96,-78248.49
-4.62,-78299.02
-5.39,-78346.81
-4.37,-78395.93
-4.91,-78441.91
-5.26,-78489.66
-5.01,-78539.02
-5.04,-78587.35
-4.86,-78635.72
-4.38,-78683.13
-4.66,-78729.18
-5.14,-78776.18
-4.49,-78823.98
-4.69,-78870.94
-5.52,-78918.63
-4.74,-78967.5
-5.5,-79016.48
-5.28,-79066.05
-4.72,-79115.36
-5.49,-79164.07
-5.63,-79214.08
-5.05,-79264.65
-4.65,-79313.56
-3.91,-79360.09
-4.35,-79405.08
-5.26,-79450.97
-5.21,-79499.98
-4.37,-79548.97
-4.37,-79595.28
-4.37,-79641.03
-4.8,-79686.92
-2.65,-79733.03
-4.14,-79774.66
-3.38,-79816.97
-4.21,-79860.48
-4.07,-79904.51
-3.93,-79949.09
-5.03,-79993.42
-4.26,-80041.86
-4.59,-80087.39
-3.71,-80133.62
-4.74,-80178.08
-3.85,-80223.7
-3.91,-80268.38
-2.97,-80311.15
-3.12,-80352.57
-3.63,-80393.35
-2.96,-80435.79
-3.59,-80476.81
-3.87,-80519.2
-3.04,-80561.71
-4.4,-80604.43
-3.59,-80648.7
-2.01,-80691.84
-3.79,-80729.6
-3.58,-80771.38
-2.77,-80813.31
-3.48,-80854.43
-3.74,-80896.16
-3.73,-80939.4
-3.14,-80982.31
-3.95,-81024.44
-2.49,-81066.03
-3.52,-81107.29
-2.48,-81148.01
-2.65,-81187.17
-2.76,-81226.39
-2.83,-81265.91
-2.47,-81305.28
-2.3,-81344.13
-3.68,-81382.76
-3.41,-81424.83
-3.56,-81467.36
-4.04,-81510.43
-2.84,-81553.44
-4.09,-81594.89
-3.63,-81639.32
